timer,4.8075
metal,4.8073
crept,4.8054
rayon,4.8049
ripen,4.804
untie,4.8027
scorn,4.8022
hotel,4.802
strip,4.8002
crude,4.8
salve,4.7996
moral,4.7993
recut,4.7982
barge,4.7977
cheat,4.797
recap,4.797
sepia,4.7959
plied,4.7948
radio,4.794
older,4.793
camel,4.7929
email,4.7923
shied,4.792
bride,4.7918
faint,4.7911
poser,4.7903
flirt,4.7896
ready,4.7893
shoal,4.7888
stave,4.7887
royal,4.7886
sugar,4.7879
payer,4.7878
delta,4.7867
harem,4.7867
sharp,4.7862
hoist,4.7855
swine,4.7855
swore,4.785
steam,4.7845
bathe,4.7831
alive,4.783
blame,4.7825
olden,4.7825
haunt,4.7824
angle,4.7821
heron,4.7819
anger,4.7816
piano,4.7814
shorn,4.7802
relic,4.7795
reign,4.778
adorn,4.7778
gruel,4.7777
waist,4.7771
flier,4.7766
spent,4.7761
those,4.775
ocean,4.7746
metro,4.7745
miser,4.7726
orbit,4.7722
abort,4.7696
facet,4.7692
unset,4.769
trawl,4.7687
grand,4.7683
craft,4.768
stark,4.7674
grime,4.7664
spilt,4.7656
style,4.7649
feral,4.7636
baron,4.7629
manor,4.7615
dream,4.7613
thorn,4.7612
sober,4.7605
carve,4.7594
snout,4.7594
brake,4.7563
sweat,4.7563
intro,4.7558
valet,4.7547
pecan,4.7543
opera,4.7532
story,4.7522
horde,4.7519
ounce,4.7517
rouge,4.7514
scrap,4.7504
miner,4.7502
taken,4.7494
tidal,4.7494
glint,4.7489
motel,4.7481
align,4.7477
solid,4.7474
plaid,4.7463
angel,4.7456
party,4.7446
spurt,4.7446
worse,4.7444
wrist,4.7439
rhino,4.7426
spelt,4.7422
ulcer,4.7422
bread,4.742
braid,4.7418
sloth,4.7405
skier,4.7401
agent,4.7398
moist,4.737
count,4.7363
cameo,4.7352
brand,4.7347
skirt,4.7344
board,4.7343
ranch,4.7337
ashen,4.7326
twine,4.7325
guile,4.7322
house,4.7317
goner,4.7316
posit,4.7309
gayer,4.7303
patio,4.73
dirge,4.728
split,4.7274
decal,4.7269
super,4.7268
clout,4.7261
shake,4.7259
filet,4.7256
tardy,4.7254
acrid,4.7247
groin,4.7229
scion,4.7224
apron,4.7212
cigar,4.721
avert,4.72
naive,4.7187
slurp,4.7187
glide,4.7186
serif,4.7182
guise,4.7181
other,4.7175
plead,4.7173
clasp,4.7165
spied,4.7163
torus,4.7159
chain,4.7145
cider,4.7132
comet,4.7127
tramp,4.7122
force,4.7118
labor,4.7117
octal,4.7117
trait,4.7111
gaunt,4.7106
float,4.7105
wrest,4.7094
amuse,4.7093
sonic,4.709
rogue,4.7084
irony,4.7072
prude,4.7064
credo,4.7058
maple,4.7055
clash,4.7052
claim,4.7046
trove,4.7029
ascot,4.7027
smelt,4.7008
raven,4.6999
clued,4.6996
meaty,4.6989
spray,4.6979
north,4.6975
pulse,4.6943
trite,4.6941
tease,4.6935
lease,4.6932
refit,4.6922
cargo,4.6915
scour,4.6914
track,4.6911
flame,4.6897
grunt,4.6885
daisy,4.6883
scald,4.688
elate,4.6861
grout,4.6858
curio,4.6836
treat,4.6836
third,4.6834
blurt,4.6826
front,4.6825
soapy,4.6822
pesto,4.6814
saucy,4.6814
scaly,4.6811
bluer,4.6806
broil,4.6804
draft,4.6802
rifle,4.68
after,4.6799
first,4.6785
ovate,4.6774
savor,4.677
matey,4.6765
repay,4.6764
scram,4.6763
crisp,4.6761
macro,4.676
straw,4.6758
gamer,4.6725
erase,4.6723
flute,4.6719
fetal,4.6712
weary,4.6711
brunt,4.6704
serum,4.6694
pilot,4.669
debar,4.6687
rivet,4.6678
fried,4.6666
suave,4.6664
rapid,4.6661
fruit,4.666
lurid,4.6644
chard,4.6642
copse,4.6639
crony,4.6637
mouse,4.6632
grope,4.6629
sower,4.6621
boule,4.6616
basil,4.661
sling,4.6608
gland,4.66
latte,4.6571
choir,4.6564
creak,4.6559
nasty,4.6545
entry,4.6543
grasp,4.654
grave,4.6524
stoic,4.6523
tonic,4.6521
basin,4.652
phone,4.6512
mince,4.651
audit,4.6506
scope,4.6501
scalp,4.6496
antic,4.6477
ideal,4.6474
brash,4.6467
nosey,4.6466
sleet,4.646
round,4.6454
idler,4.6442
whale,4.6437
mural,4.6433
fairy,4.6425
latch,4.6419
clang,4.6412
truly,4.6409
wrath,4.6408
crank,4.6407
shunt,4.6406
ankle,4.6398
pedal,4.6398
setup,4.6396
daily,4.6391
marsh,4.6391
broad,4.6383
south,4.6383
oaken,4.6372
baton,4.6369
deity,4.6367
peach,4.6366
chute,4.6352
corny,4.6339
torch,4.6336
mealy,4.633
storm,4.6329
decor,4.6318
crawl,4.6312
scout,4.6312
abuse,4.6303
edict,4.6302
coupe,4.6298
brave,4.6292
craze,4.6291
twice,4.629
stony,4.6283
stank,4.6279
retch,4.6278
spoil,4.6275
ridge,4.6274
probe,4.6266
stoke,4.6264
tango,4.6249
mange,4.6235
unlit,4.6234
steak,4.6231
noble,4.6223
usage,4.6214
sound,4.6203
swirl,4.6199
along,4.6195
sinew,4.619
filer,4.6182
delay,4.618
finer,4.6156
spurn,4.6155
chose,4.6147
frost,4.6125
aloud,4.6122
randy,4.6118
abide,4.6117
flint,4.6116
noisy,4.6113
wiser,4.61
bland,4.6095
foist,4.6092
shave,4.609
burnt,4.6089
ralph,4.6072
solve,4.6072
worst,4.6057
tower,4.6054
guard,4.6053
tuber,4.6034
state,4.6027
dunce,4.601
adult,4.5992
minor,4.5989
olive,4.5987
drank,4.5985
sandy,4.5973
weird,4.5959
angst,4.5957
shout,4.5957
mason,4.5941
rebut,4.5941
sneak,4.5915
stalk,4.5914
aloft,4.5913
graft,4.5909
uncle,4.5905
flora,4.5901
guilt,4.588
towel,4.588
drive,4.5878
slack,4.5876
upset,4.5873
urban,4.5864
mourn,4.5863
begat,4.5861
image,4.5861
shark,4.586
inept,4.5837
dirty,4.5834
prank,4.5831
rabid,4.5831
niche,4.583
bagel,4.5829
caput,4.5784
twirl,4.5779
burst,4.5774
gaily,4.5764
adept,4.576
liken,4.576
raspy,4.576
lunge,4.5759
croak,4.5751
today,4.5734
mayor,4.5731
donut,4.5727
grind,4.5707
sadly,4.57
piney,4.5695
fault,4.5688
tract,4.5687
cagey,4.5679
drawn,4.5673
lemon,4.5669
surly,4.5664
terse,4.5662
token,4.5659
chide,4.5646
loamy,4.5646
guest,4.5644
lemur,4.5635
medal,4.5631
robin,4.5611
lumen,4.5602
slink,4.5598
taste,4.5597
habit,4.5589
white,4.5577
scarf,4.5569
panic,4.5565
mount,4.5561
china,4.5552
pinto,4.5552
berth,4.5548
shiny,4.554
ample,4.5538
lower,4.5538
until,4.5519
patsy,4.5514
viral,4.5509
melon,4.5508
cease,4.55
gleam,4.5491
aunty,4.5489
cramp,4.5489
value,4.5486
flake,4.5482
tarot,4.5479
start,4.5473
slimy,4.547
built,4.5455
lodge,4.5455
inlay,4.5447
moult,4.5438
drawl,4.5436
navel,4.5426
elite,4.5407
cobra,4.5404
sting,4.5398
faith,4.5395
prawn,4.5395
grief,4.5389
login,4.5379
cabin,4.5376
briny,4.5375
purge,4.5363
carat,4.5361
spike,4.536
wager,4.5357
overt,4.5332
tonga,4.5331
spout,4.5327
tepid,4.5315
terra,4.5312
honey,4.5311
cloth,4.531
trick,4.5306
mirth,4.5299
girth,4.5296
voice,4.5286
homer,4.5285
whine,4.5284
depot,4.5281
charm,4.5262
spark,4.5246
taint,4.5244
blunt,4.5242
rehab,4.5239
pasty,4.5235
warty,4.523
fecal,4.5229
piety,4.5219
wheat,4.5213
amend,4.5207
chest,4.519
horny,4.5182
voter,4.5167
pansy,4.5164
primo,4.5162
drift,4.5145
leaky,4.5138
valor,4.5137
march,4.513
lousy,4.5113
fable,4.5112
stork,4.5108
chime,4.5105
micro,4.5104
abled,4.5103
prism,4.5103
rusty,4.5098
plume,4.5093
liver,4.509
tumor,4.5089
chaos,4.5088
stove,4.5084
wince,4.5079
screw,4.5076
clank,4.507
model,4.507
debit,4.5061
deign,4.5039
palsy,4.5028
sworn,4.5027
chafe,4.5023
eater,4.5015
foray,4.5007
unmet,4.5
beach,4.4995
guide,4.4995
shaft,4.4989
amity,4.4988
tulip,4.4974
broth,4.4973
fraud,4.4973
tubal,4.4971
decay,4.4969
final,4.4968
sperm,4.4964
hinge,4.4962
halve,4.4955
leafy,4.4952
lover,4.4946
forge,4.4939
while,4.4938
gonad,4.4937
birth,4.4936
perch,4.4915
hasty,4.4912
break,4.4909
crush,4.4903
ombre,4.4901
stamp,4.4894
maker,4.4879
shrew,4.4877
churn,4.4871
graph,4.4846
amble,4.484
abode,4.4834
glory,4.4831
tunic,4.483
croup,4.4829
rival,4.4828
adobe,4.4809
broke,4.4797
under,4.4794
covet,4.4783
salvo,4.4779
brief,4.4778
incur,4.4771
tiara,4.476
spiny,4.4758
owner,4.4755
biome,4.4753
reset,4.4748
cower,4.4727
arena,4.4725
elfin,4.4719
bacon,4.4705
sprig,4.4705
amber,4.4703
money,4.4701
vaunt,4.4699
spend,4.4696
ovine,4.4676
angry,4.4675
heady,4.4667
steer,4.4666
stack,4.4664
tangy,4.4663
clerk,4.4657
bilge,4.4656
manic,4.4645
smith,4.4641
suing,4.4638
dicey,4.4636
fiery,4.4636
altar,4.463
shady,4.463
baker,4.4629
drove,4.4626
globe,4.4625
thief,4.4625
trunk,4.4615
right,4.4595
slung,4.4584
vault,4.4582
lyric,4.458
gnash,4.4562
shank,4.4562
toast,4.4553
verso,4.4539
crypt,4.4535
clove,4.4526
flash,4.4524
eaten,4.4506
poesy,4.4504
vicar,4.4477
prove,4.4474
adopt,4.4471
hardy,4.4471
stink,4.4469
cheap,4.4464
boney,4.4463
proud,4.4462
inane,4.4455
began,4.4449
usher,4.4449
plank,4.4445
nerdy,4.4443
chirp,4.4439
golem,4.4439
azure,4.4432
patch,4.4432
modal,4.4429
often,4.4429
gourd,4.4421
shirk,4.4414
sneer,4.441
decry,4.4406
haven,4.4391
slick,4.4386
graze,4.4384
hyena,4.4382
swath,4.4376
blend,4.4367
cloud,4.4361
basic,4.4358
swarm,4.4341
cling,4.4336
cleft,4.4333
racer,4.4332
threw,4.4332
unity,4.4331
crier,4.4313
media,4.4296
shawl,4.4291
snack,4.4283
lurch,4.4269
cloak,4.4257
about,4.4249
lusty,4.4246
tense,4.4241
reuse,4.4237
turbo,4.4224
could,4.4222
sight,4.4219
disco,4.4216
vital,4.4204
chord,4.4203
fresh,4.4203
brawn,4.4201
scold,4.4198
topic,4.4197
flour,4.4191
badge,4.4189
thank,4.4187
felon,4.418
infer,4.418
bison,4.4161
mercy,4.4156
freak,4.4149
drink,4.4142
laugh,4.4127
harpy,4.4122
blind,4.4112
clamp,4.4109
froth,4.4099
eight,4.4086
neigh,4.4084
steel,4.4082
snaky,4.4079
admit,4.4076
lingo,4.4076
manly,4.4063
brawl,4.4061
sumac,4.4061
porch,4.4055
flout,4.4047
touch,4.4045
focal,4.4039
exalt,4.4025
binge,4.4008
stall,4.4007
locus,4.3988
cover,4.3981
prong,4.3981
flyer,4.3967
aptly,4.3966
yacht,4.3955
denim,4.3954
novel,4.3953
peace,4.3949
curve,4.3944
title,4.3923
wider,4.3913
yield,4.3913
girly,4.3911
speak,4.3902
forth,4.39
gavel,4.39
foyer,4.3896
waive,4.3884
reply,4.3883
midst,4.3871
rhyme,4.3871
apart,4.3862
easel,4.3859
truer,4.3858
frank,4.3848
prize,4.3847
crimp,4.3842
nomad,4.3834
loose,4.3833
spicy,4.3829
beady,4.381
demur,4.3806
wreak,4.3801
riser,4.3798
tawny,4.3795
spank,4.3794
candy,4.3793
ingot,4.3784
audio,4.378
spoke,4.3773
poker,4.3769
knelt,4.3754
grove,4.3752
greet,4.3747
gnome,4.3738
frond,4.3737
whole,4.3729
bring,4.3721
bloke,4.3711
cavil,4.3696
visor,4.3694
power,4.3669
curly,4.3647
slunk,4.3642
ovary,4.3639
asset,4.3637
coven,4.363
relax,4.362
crown,4.3619
lucid,4.3614
parer,4.3603
whirl,4.3599
wafer,4.359
dowel,4.3589
notch,4.3585
demon,4.3583
ethos,4.358
fetid,4.3579
whose,4.3579
aware,4.3574
gamut,4.3573
doing,4.3568
ethic,4.3564
tempo,4.3563
quart,4.3551
tipsy,4.355
aorta,4.3532
light,4.3525
trump,4.3517
synod,4.3509
forty,4.3499
voila,4.3492
maybe,4.349
match,4.3478
gusto,4.3477
worth,4.3477
agony,4.3475
glaze,4.3475
sheik,4.3471
buyer,4.3466
drier,4.3466
syrup,4.3448
psalm,4.3444
truck,4.3443
smoke,4.3442
scree,4.3429
evict,4.3419
shove,4.3418
widen,4.3416
aping,4.3414
blond,4.3401
spawn,4.3401
logic,4.34
being,4.3379
throb,4.337
rough,4.3348
shift,4.3347
bravo,4.334
smirk,4.3333
month,4.3321
preen,4.3321
surer,4.3319
ghost,4.3316
datum,4.3315
pound,4.3311
sheet,4.3296
troll,4.3294
hound,4.3292
bleak,4.3286
scrum,4.3285
agate,4.3273
sword,4.3272
pouty,4.3271
debut,4.327
rebus,4.3261
anvil,4.3251
hotly,4.325
stung,4.3249
blank,4.3234
maize,4.3232
savoy,4.3232
brush,4.3227
dopey,4.3221
scamp,4.3217
batch,4.3201
quiet,4.3192
fiend,4.3186
diver,4.3177
shrug,4.3176
crass,4.3175
flume,4.3171
thyme,4.3169
tulle,4.3158
roost,4.3157
impel,4.3148
dried,4.3144
bicep,4.3139
sigma,4.3137
sheer,4.3132
thing,4.3129
fiber,4.3123
chasm,4.3122
taunt,4.3113
swept,4.3112
blaze,4.3105
plush,4.3101
group,4.31
mauve,4.3086
stick,4.3081
abate,4.3075
clink,4.3069
hover,4.3054
child,4.305
abhor,4.3045
sleep,4.3026
retro,4.3017
tacit,4.3016
bulge,4.301
algae,4.2987
vista,4.2987
bused,4.2967
birch,4.2963
optic,4.2955
linen,4.2947
input,4.2945
bugle,4.2936
vapor,4.2935
minty,4.2933
mower,4.2929
caulk,4.2928
flesh,4.2927
vocal,4.2922
feign,4.292
begin,4.2905
exact,4.2898
decoy,4.2895
dread,4.2888
guild,4.2878
erect,4.2869
chief,4.2867
grimy,4.286
mango,4.2855
befit,4.285
lanky,4.2847
world,4.2841
brink,4.2837
field,4.2837
hovel,4.2831
trout,4.2821
knead,4.2812
eying,4.2811
movie,4.2809
mouth,4.2807
there,4.2803
glove,4.2798
cyber,4.2796
tying,4.2793
drown,4.2766
admin,4.2765
ladle,4.2765
noose,4.2759
trust,4.2759
waver,4.2757
rearm,4.2754
prick,4.2747
brisk,4.2743
dwelt,4.2738
briar,4.273
handy,4.2726
genre,4.2724
three,4.2723
beret,4.2717
quite,4.2716
total,4.2711
bigot,4.2707
duvet,4.2702
allot,4.2699
youth,4.2698
thrum,4.2679
humor,4.2666
wield,4.2664
lunch,4.2663
corer,4.266
thong,4.2652
natal,4.265
giver,4.2635
lying,4.2623
doubt,4.2616
wring,4.2608
nudge,4.2601
valid,4.2592
viola,4.2583
slump,4.2572
human,4.2571
heath,4.2567
titan,4.2562
study,4.255
spree,4.2525
sheen,4.2521
tough,4.252
depth,4.2519
shaky,4.2515
still,4.2512
elide,4.2501
vague,4.2478
masse,4.2474
clung,4.2471
midge,4.2469
joint,4.2464
joist,4.246
green,4.2458
prowl,4.2456
mound,4.2443
stunk,4.2433
exist,4.2431
choke,4.2427
alarm,4.2422
ditch,4.2409
hyper,4.2409
afoul,4.2394
stint,4.2394
extra,4.2384
women,4.2384
creed,4.2381
epoch,4.2381
pitch,4.2381
viper,4.2381
atoll,4.2371
awoke,4.2365
macho,4.2362
think,4.2353
shack,4.2352
scrub,4.2344
bowel,4.2336
fetus,4.233
twang,4.2323
lefty,4.2318
clown,4.2301
agree,4.23
ratty,4.2294
salad,4.2291
throw,4.2286
build,4.2279
cumin,4.2275
drunk,4.2271
silky,4.2263
eagle,4.2262
paper,4.2261
sauna,4.226
night,4.2254
gravy,4.2253
mover,4.2253
shrub,4.2251
alley,4.2243
flank,4.224
shall,4.2236
erode,4.2229
stilt,4.2216
nasal,4.2205
welsh,4.2195
omega,4.2184
fancy,4.2165
ebony,4.2162
otter,4.2161
among,4.2159
derby,4.2155
eager,4.2145
gazer,4.2143
risky,4.2135
hazel,4.2126
canal,4.2122
abase,4.2118
vegan,4.2115
bound,4.2102
flask,4.2096
minus,4.2087
shelf,4.208
ruler,4.2069
watch,4.2068
medic,4.2065
squat,4.2054
wrack,4.2051
dense,4.2042
given,4.2024
bribe,4.2015
blush,4.2012
class,4.2009
crowd,4.2007
belch,4.2004
morph,4.2002
devil,4.1999
jaunt,4.1988
scene,4.1987
swami,4.1984
ghoul,4.198
knave,4.1979
stomp,4.1977
fluke,4.1976
torso,4.1974
lasso,4.1966
filth,4.1954
scuba,4.1939
stock,4.1928
growl,4.1925
tacky,4.1921
niece,4.1918
creep,4.1917
dingo,4.1916
magic,4.1916
dusty,4.1915
crump,4.1913
lapel,4.191
scowl,4.191
pinch,4.1905
deter,4.1897
wagon,4.1889
woman,4.1886
steed,4.1883
rebar,4.187
drill,4.1868
frisk,4.1867
chalk,4.1836
polka,4.182
friar,4.1816
madly,4.1816
video,4.1809
fluid,4.1801
bonus,4.18
wrong,4.1799
rural,4.1793
bench,4.1779
slash,4.1757
enter,4.1756
sorry,4.1754
black,4.1749
zonal,4.1743
grown,4.1742
quote,4.1731
stool,4.1731
genie,4.1722
carry,4.1721
circa,4.1711
femur,4.1704
cress,4.1695
phony,4.1691
gaudy,4.1677
aphid,4.1675
smack,4.1675
badly,4.1665
hydro,4.1664
pouch,4.1656
above,4.165
inner,4.1647
harsh,4.1641
ought,4.1634
lofty,4.1631
burly,4.163
rider,4.1624
pivot,4.1596
using,4.1594
siege,4.1581
ardor,4.158
sally,4.1579
favor,4.1577
prior,4.1577
heavy,4.1571
tweak,4.1525
perky,4.1522
tithe,4.1519
belie,4.1516
unfit,4.1514
brick,4.151
juice,4.1509
strut,4.149
elect,4.1489
cache,4.1481
steep,4.1479
shown,4.1471
music,4.147
puree,4.1457
covey,4.1435
virus,4.1435
leave,4.1434
blink,4.1432
crazy,4.1422
imbue,4.1415
hymen,4.1411
pithy,4.141
grass,4.1395
fleet,4.1387
privy,4.1361
ester,4.1352
brown,4.1346
gorge,4.1334
rally,4.1333
foamy,4.1305
album,4.1304
meter,4.1301
order,4.1299
crepe,4.1293
bayou,4.1286
riper,4.1275
fling,4.1259
mocha,4.1259
knife,4.1224
fetch,4.122
gusty,4.1211
truss,4.1208
mangy,4.1199
snowy,4.1193
stump,4.1179
botch,4.1175
found,4.1175
vomit,4.1171
rerun,4.117
gauze,4.1163
posse,4.1163
drool,4.1153
troop,4.1142
toxin,4.1131
mogul,4.1116
climb,4.1113
musty,4.1102
label,4.1096
tally,4.1094
stuck,4.1064
ivory,4.1063
elope,4.1057
cello,4.1055
avoid,4.1053
grill,4.105
apple,4.1041
semen,4.1036
balmy,4.1026
flush,4.1
swing,4.0989
motif,4.0973
vigor,4.0969
small,4.0967
axion,4.096
iliac,4.0954
champ,4.0953
local,4.0951
payee,4.0947
beset,4.0941
welch,4.0934
swift,4.0924
begun,4.0923
brass,4.0914
leper,4.0912
piece,4.091
lorry,4.0903
diode,4.0895
nobly,4.0895
serve,4.0891
dutch,4.089
liege,4.0889
armor,4.0886
dress,4.088
cheer,4.0879
repel,4.0879
wound,4.0874
droll,4.087
young,4.0863
roger,4.0855
sleek,4.0853
creme,4.0846
weigh,4.0836
leery,4.0827
tutor,4.0823
opium,4.0815
press,4.0815
moose,4.0811
shell,4.0806
gauge,4.08
dowry,4.0799
rodeo,4.0793
pence,4.0792
quail,4.0783
flack,4.077
pixel,4.077
octet,4.0766
shoot,4.0763
vogue,4.0762
rocky,4.0756
tryst,4.0753
parry,4.0724
woken,4.0717
forum,4.0713
egret,4.0711
snuck,4.0701
utter,4.0696
canon,4.0693
these,4.0693
cough,4.0686
would,4.0677
elder,4.0673
bingo,4.066
goose,4.0652
greed,4.0651
retry,4.0649
sweet,4.0628
theta,4.0604
apnea,4.0599
deuce,4.0599
limbo,4.0595
adage,4.059
wrung,4.0585
plunk,4.0582
segue,4.0575
piper,4.0572
might,4.0563
recur,4.0523
crumb,4.0518
legal,4.0518
elude,4.0515
newly,4.0511
rumba,4.0511
frown,4.0504
itchy,4.0504
speck,4.0502
budge,4.0472
wharf,4.0466
harry,4.0461
betel,4.0441
clump,4.0427
wordy,4.0425
sulky,4.0418
quest,4.0415
oxide,4.0409
thick,4.0409
eking,4.0403
below,4.0399
unfed,4.0398
borax,4.0395
dozen,4.039
dimly,4.0388
hence,4.0388
cross,4.038
froze,4.0374
stash,4.0372
glass,4.0371
quilt,4.0353
radii,4.0345
askew,4.0343
arbor,4.034
punch,4.033
umbra,4.0325
await,4.0315
cacti,4.031
equal,4.0305
stunt,4.0304
purer,4.03
wreck,4.03
rupee,4.0298
joust,4.0286
exult,4.0278
amply,4.0273
godly,4.0269
swamp,4.0265
dying,4.0252
gipsy,4.0249
dwarf,4.0248
color,4.0238
sewer,4.0232
tasty,4.0228
flaky,4.0225
vowel,4.022
ensue,4.0218
sooty,4.0215
dough,4.0214
blimp,4.0213
unwed,4.0213
spell,4.0211
major,4.021
totem,4.0207
dogma,4.0181
rebel,4.0178
breed,4.0174
sooth,4.0155
havoc,4.0143
moldy,4.0141
sloop,4.0137
woven,4.0133
whiny,4.013
spiky,4.0121
spill,4.0121
agape,4.0105
elbow,4.0099
extol,4.0092
dingy,4.0059
coach,4.0056
truth,4.005
verse,4.0045
pasta,4.0042
stout,4.0031
spunk,4.002
mulch,4.0016
banal,3.9994
tenth,3.9974
witch,3.9974
gulch,3.9972
vapid,3.9971
loyal,3.997
ruder,3.9961
blown,3.9959
hello,3.9948
zebra,3.9947
catty,3.9944
marry,3.991
waxen,3.9909
sheep,3.9898
aroma,3.9893
silly,3.9878
endow,3.9836
again,3.9826
gecko,3.9815
basal,3.9801
hefty,3.98
venom,3.9783
smell,3.9781
empty,3.978
ether,3.977
boxer,3.9765
butte,3.9758
topaz,3.9758
merge,3.9747
rowdy,3.9721
finch,3.9712
libel,3.9681
shock,3.968
helix,3.9674
vinyl,3.9673
owing,3.9655
lilac,3.9654
rigor,3.965
sixty,3.9649
donor,3.9637
ahead,3.9632
focus,3.9629
limit,3.9598
pesky,3.9592
frock,3.959
fudge,3.9584
creek,3.9575
frill,3.9569
envoy,3.9568
